section	item	value	note
gap_live_in	synthetic_gap_live_in_role_class_mix	-	Register value classes observed in the target expressions.
gap_live_in	synthetic_gap_live_in_missing_gpr_sources	-	Source entries represented among rows missing a GPR/scratch event at the synthetic start.
gap_live_in	final_tail_site_probe_rows	0	Live-in final-tail source classes checked with memory-enabled exact native-site probes.
gap_live_in	final_tail_site_probe_observed_rows	0	Final-tail source classes with at least one exact-site VMTAIL event in the focused probes.
gap_live_in	final_tail_site_probe_events	0	Exact native final-tail VMTAIL events summarized by the final-tail probe artifact.
gap_live_in	final_tail_site_probe_target_reg_full_matches	0	Rows whose final-tail jump register equaled the observed native target for every exact-site event.
gap_live_in	final_tail_site_probe_deref_full_matches	0	Rows whose expected dereference mem_<reg> equaled the observed native target for every exact-site event.
gap_live_in	final_tail_site_probe_deref_match_events	0	Total exact-site events whose expected dereference mem_<reg> matched the observed native target.
gap_live_in	final_tail_site_probe_deref_match_summary	-	Per-source exact-site dereference match counts.
gap_live_in_reentry	synthetic_gap_live_in_reentry_probe_rows	0	Rows joining live-in gaps to dynamic next-hooked reentry and final-tail source proof.
gap_live_in_reentry	synthetic_gap_live_in_reentry_unique_starts	0	Unique live-in synthetic starts represented by the reentry probe.
gap_live_in_reentry	synthetic_gap_live_in_reentry_dynamic_rows	0	Rows with byte-matched dynamic next-hooked-source evidence.
gap_live_in_reentry	synthetic_gap_live_in_reentry_dynamic_unique_starts	0	Unique live-in starts with byte-matched dynamic next-hooked-source evidence.
gap_live_in_reentry	synthetic_gap_live_in_reentry_source_tail_proof_rows	0	Rows whose source class has full exact-final-tail target-register and dereference proof.
gap_live_in_reentry	synthetic_gap_live_in_reentry_exact_tail_rows	0	Rows where the live-in start was also captured at the exact final native tail site.
gap_live_in_reentry	synthetic_gap_live_in_reentry_ambiguous_rows	0	Event rows without a unique byte-matched next hooked source.
gap_live_in_reentry	synthetic_gap_live_in_reentry_class_mix	-	Conservative reentry evidence classes.
gap_live_in_reentry	synthetic_gap_live_in_reentry_action_mix	-	Whether rows are hard CFG promotions or comment-only evidence.
gap_live_in_reentry	synthetic_gap_live_in_reentry_hard_promotions	0	Rows promoted to hard CFG edges by this probe; should remain zero without hidden-chain replay.
gap_live_in_reentry	synthetic_gap_live_in_reentry_ambiguous_starts	-	Live-in starts that still have an ambiguous dynamic event row.
gap_live_in_reentry	synthetic_gap_live_in_reentry_next_hooked_paths	-	Byte-matched next-hooked reentries retained as comment-only evidence.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_probe_rows	0	Rows correlating live-in dynamic reentry expectations with the all-static VMTAIL sequence.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_unique_starts	0	Unique live-in synthetic starts represented by the all-static reentry probe.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_seen_rows	0	Rows whose live-in start appeared in the all-static trace.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_seen_starts	0	Unique live-in starts seen in the all-static trace.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_exact_match_rows	0	Rows where the immediate next all-static tail hook matched the dynamic reentry event.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_exact_match_starts	0	Unique live-in starts with an exact immediate-next all-static match.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_dynamic_match_rows	0	Byte-matched dynamic reentry rows corroborated by all-static immediate next-hook evidence.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_not_seen_rows	0	Rows absent from the 250k-event all-static trace window.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_status_mix	-	All-static correlation status mix.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_evidence_mix	-	All-static evidence class mix.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_action_mix	-	Whether all-static rows are hard CFG promotions or comment-only evidence.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_hard_promotions	0	Rows promoted to hard CFG edges by this probe; should remain zero without hidden-chain replay.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_seen_starts_list	-	Live-in starts observed in the all-static trace window.
gap_allstatic_reentry	synthetic_gap_allstatic_reentry_dynamic_match_paths	-	All-static corroborated next-hooked reentries retained as comment-only evidence.
native_acceleration	instruction_unique_fast_source_lines	512	Native exact-instruction reducer source size.
native_acceleration	instruction_unique_fast_binary_bytes	21352	Current compiled native exact-instruction reducer size.
native_acceleration	instruction_unique_uses_native_reducer	yes	Whether the instruction-unique Make target uses the native reducer.
native_acceleration	instruction_unique_fast_check	make instruction-unique-fast-check	Byte-for-byte parity gate against vm_bytecode_recover.py --instructions.
native_acceleration	bytecode_segments_fast_source_lines	714	Native bytecode segment reducer source size.
native_acceleration	bytecode_segments_fast_binary_bytes	21400	Current compiled native bytecode segment reducer size.
native_acceleration	bytecode_segments_sampled_uses_native_reducer	yes	Whether sampled bytecode segment recovery uses the native reducer.
native_acceleration	bytecode_segments_fast_check	make bytecode-segments-fast-check	Byte-for-byte parity gate against vm_bytecode_recover.py raw exact, raw sampled, and final augmented sampled segment modes.
native_acceleration	bytecode_blocks_fast_source_lines	484	Native bytecode block reducer source size.
native_acceleration	bytecode_blocks_fast_binary_bytes	21336	Current compiled native bytecode block reducer size.
native_acceleration	bytecode_blocks_sampled_uses_native_reducer	yes	Whether sampled bytecode block recovery uses the native reducer.
native_acceleration	bytecode_blocks_fast_check	make bytecode-blocks-fast-check	Byte-for-byte parity gate against vm_bytecode_blocks.py raw exact, raw sampled, and final augmented sampled block modes.
native_acceleration	primary_trace_file_backed_make_target	yes	Primary instruction trace is a file-backed dependency; force refresh remains explicit.
native_acceleration	primary_trace_refresh_target	make instruction-trace-refresh	Explicit command to rebuild the primary raw instruction trace from run.stderr.
native_acceleration	pseudocode_syntax_check_uses_file_targets	yes	Whether the C syntax gate depends on concrete generated files instead of phony pseudocode aggregates.
native_acceleration	pseudocode_object_link_checks_use_source_file_target	yes	Whether object/link smoke checks avoid phony source-bundle regeneration when the bundle is unchanged.
native_acceleration	all_evidence_bundle_uses_file_target	yes	Whether the single all-evidence C bundle is a concrete generated file target.
native_acceleration	c_reconstruction_manifest_uses_file_targets	yes	Whether the manifest refresh depends on concrete generated artifacts instead of phony reconstruction aggregate targets.
native_acceleration	native_ret_patch_followups_dump_source_lines	559	Native return-patch follow-up classifier/generator source size.
native_acceleration	native_ret_patch_followups_dump_binary_bytes	29792	Current compiled native return-patch follow-up classifier/generator size.
native_acceleration	native_ret_patch_followups_uses_native_generator	yes	Whether the ret-patch follow-up C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	native_ret_patch_followup_retdec_dump_source_lines	198	Native wrapper/postprocessor source size for the targeted follow-up RetDec sidecar.
native_acceleration	native_ret_patch_followup_retdec_dump_binary_bytes	17512	Current compiled native wrapper/postprocessor size for follow-up RetDec.
native_acceleration	native_ret_patch_followup_retdec_uses_native_wrapper	yes	Whether the follow-up RetDec sidecar is generated through a native wrapper/postprocessor.
native_acceleration	native_obfuscated_islands_dump_source_lines	433	Native obfuscated-island collapse classifier/generator source size.
native_acceleration	native_obfuscated_islands_dump_binary_bytes	25296	Current compiled native obfuscated-island classifier/generator size.
native_acceleration	native_obfuscated_islands_uses_native_generator	yes	Whether the native obfuscated-island C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	native_obfuscated_second_stage_dump_source_lines	398	Native second-stage obfuscated-thunk classifier/generator source size.
native_acceleration	native_obfuscated_second_stage_dump_binary_bytes	25392	Current compiled native second-stage obfuscated-thunk classifier/generator size.
native_acceleration	native_obfuscated_second_stage_uses_native_generator	yes	Whether the second-stage obfuscated-thunk C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	native_obfuscated_second_stage_dynamic_dump_source_lines	712	Native dynamic dispatch trace-index generator source size for second-stage computed thunks.
native_acceleration	native_obfuscated_second_stage_dynamic_dump_binary_bytes	1730848	Current compiled native dynamic dispatch trace-index generator size.
native_acceleration	native_obfuscated_second_stage_dynamic_uses_native_generator	yes	Whether the second-stage dynamic dispatch C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	native_obfuscated_second_stage_slot_proof_dump_source_lines	613	Native Capstone-backed slot-formula proof generator source size for second-stage computed thunks.
native_acceleration	native_obfuscated_second_stage_slot_proof_dump_binary_bytes	26016	Current compiled native slot-formula proof generator size.
native_acceleration	native_obfuscated_second_stage_slot_proof_uses_native_generator	yes	Whether the second-stage slot proof C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	native_obfuscated_second_stage_stack_source_dump_source_lines	451	Native Capstone-backed stack-source proof generator source size for second-stage computed thunks.
native_acceleration	native_obfuscated_second_stage_stack_source_dump_binary_bytes	25496	Current compiled native stack-source proof generator size.
native_acceleration	native_obfuscated_second_stage_stack_source_uses_native_generator	yes	Whether the second-stage stack-source proof C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	native_obfuscated_second_stage_rbx_provenance_dump_source_lines	415	Native RBX provenance trace-index generator source size for second-stage computed thunks.
native_acceleration	native_obfuscated_second_stage_rbx_provenance_dump_binary_bytes	25144	Current compiled native RBX provenance generator size.
native_acceleration	native_obfuscated_second_stage_rbx_provenance_uses_native_generator	yes	Whether the second-stage RBX provenance C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	native_obfuscated_second_stage_model_dump_source_lines	582	Native combined C model generator source size for second-stage computed thunks.
native_acceleration	native_obfuscated_second_stage_model_dump_binary_bytes	253920	Current compiled native combined second-stage model generator size.
native_acceleration	native_obfuscated_second_stage_model_uses_native_generator	yes	Whether the combined second-stage model C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	native_obfuscated_control_model_dump_source_lines	533	Native joined hidden-control model generator source size.
native_acceleration	native_obfuscated_control_model_dump_binary_bytes	29464	Current compiled native joined hidden-control model generator size.
native_acceleration	native_obfuscated_control_model_uses_native_generator	yes	Whether the joined hidden-control C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	native_ret_patch_hidden_bridge_dump_source_lines	618	Native ret-patch hidden-control bridge generator source size.
native_acceleration	native_ret_patch_hidden_bridge_dump_binary_bytes	90384	Current compiled native ret-patch hidden bridge generator size.
native_acceleration	native_ret_patch_hidden_bridge_uses_native_generator	yes	Whether the ret-patch hidden bridge C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	native_handler_environment_coverage_dump_source_lines	507	Native handler environment coverage generator source size.
native_acceleration	native_handler_environment_coverage_dump_binary_bytes	64448	Current compiled native handler environment coverage generator size.
native_acceleration	native_handler_environment_coverage_uses_native_generator	yes	Whether the handler environment coverage C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	config_coverage_frontier_dump_source_lines	740	Native configuration coverage frontier generator source size.
native_acceleration	config_coverage_frontier_dump_binary_bytes	38400	Current compiled native configuration coverage frontier generator size.
native_acceleration	config_coverage_frontier_uses_native_generator	yes	Whether the config coverage frontier C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	binary_data_sections_dump_source_lines	560	Native ELF data-section carrier generator source size.
native_acceleration	binary_data_sections_dump_binary_bytes	25280	Current compiled native ELF data-section carrier generator size.
native_acceleration	binary_data_sections_uses_native_generator	yes	Whether binary data section C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	static_only_handler_queue_dump_source_lines	557	Native static-only handler closure queue generator source size.
native_acceleration	static_only_handler_queue_dump_binary_bytes	29432	Current compiled static-only handler closure queue generator size.
native_acceleration	static_only_handler_queue_uses_native_generator	yes	Whether the static-only handler closure queue C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	static_only_tier0_models_dump_source_lines	310	Native static-only tier0 frame-model generator source size.
native_acceleration	static_only_tier0_models_dump_binary_bytes	32632	Current compiled static-only tier0 frame-model generator size.
native_acceleration	static_only_tier0_models_uses_native_generator	yes	Whether the tier0 static-only frame-model C/TSV/Markdown artifacts are generated by the native C tool.
native_acceleration	static_only_tier1_models_dump_source_lines	463	Native static-only tier1 model generator source size.
